h3_08,propertyType,lotAreaValue,priceChange,zestimate,imgSrc,price,bedrooms,longitude,latitude,listingStatus,zpid,rentZestimate,daysOnZillow,bathrooms,livingArea,country,currency,lotAreaUnit,unit,newConstructionType,resultsPerPage,totalPages,totalResultCount,h3_07,geometry,pricePerSqft
8828d542c9fffff,CONDO,10118.988,-25000.0,461300.0,https://photos.zillowstatic.com/fp/7eddc3e5cc6cb64d5cd7cc1e66f82f5d-p_e.jpg,474900.0,1.0,-122.33652,47.610584,FOR_SALE,58388779.0,2028.0,74.0,1.0,954.0,USA,USD,sqft,Apt 702,,41,5,180,8728d542cffffff,"POLYGON ((-122.3337349496911 47.602982628145526, -122.32876193617524 47.60629246558081, -122.3303660485844 47.610459897174906, -122.3369435934576 47.61131734968077, -122.34191634632268 47.60800740462694, -122.34031181503151 47.603840114698464, -122.3337349496911 47.602982628145526))",497.7987421383648
8828d542e9fffff,CONDO,,,366400.0,https://photos.zillowstatic.com/fp/e716eaa0f59335ea9835be3d3108c0bb-p_e.jpg,355000.0,1.0,-122.31207,47.616108,FOR_SALE,48819476.0,957.0,19.0,1.0,635.0,USA,USD,,Unit 116,,41,5,180,8728d542effffff,"POLYGON ((-122.30726111194458 47.615361635175155, -122.3022855600223 47.61867016875627, -122.30388884055345 47.622837486735115, -122.310468092591 47.62369612966457, -122.31544338450529 47.620387488307266, -122.31383968445627 47.61622031180934, -122.30726111194458 47.615361635175155))",559.0551181102362
8828d542abfffff,SINGLE_FAMILY,5501.628,,999100.0,https://photos.zillowstatic.com/fp/7a30e06cc5c4b5ee0d29faf9ac8e8283-p_e.jpg,998000.0,3.0,-122.32438,47.64391,FOR_SALE,48771032.0,4214.0,10.0,2.0,2030.0,USA,USD,sqft,,,41,2,56,8728d542affffff,"POLYGON ((-122.31688378573516 47.64036137833517, -122.31190740798611 47.643669401143526, -122.31351155454685 47.6478348487947, -122.3200924985044 47.648692132211565, -122.32506861582866 47.645384001629516, -122.32346404968642 47.641218695416946, -122.31688378573516 47.64036137833517))",491.6256157635468
8828d542b1fffff,SINGLE_FAMILY,4560.732,,854900.0,https://photos.zillowstatic.com/fp/c816defd06f2a4ef0a85ee1b2f0b1fef-p_e.jpg,795000.0,2.0,-122.33591,47.654736,FOR_SALE,48919633.0,2885.0,4.0,1.0,2190.0,USA,USD,sqft,,,41,2,56,8728d542bffffff,"POLYGON ((-122.33325403800059 47.65040544036972, -122.32827818135488 47.65371367869317, -122.32988318077284 47.65787804950628, -122.33646445626775 47.658734040521644, -122.34144005198104 47.65542569448909, -122.33983463319821 47.651261465162904, -122.33325403800059 47.65040544036972))",363.013698630137
8828d542b1fffff,SINGLE_FAMILY,3040.488,,914200.0,https://photos.zillowstatic.com/fp/c5629a22a68c5498706c3386ea36e666-p_e.jpg,849000.0,2.0,-122.33176,47.652977,FOR_SALE,48919910.0,2279.0,3.0,2.0,1590.0,USA,USD,sqft,,,41,2,56,8728d542bffffff,"POLYGON ((-122.33325403800059 47.65040544036972, -122.32827818135488 47.65371367869317, -122.32988318077284 47.65787804950628, -122.33646445626775 47.658734040521644, -122.34144005198104 47.65542569448909, -122.33983463319821 47.651261465162904, -122.33325403800059 47.65040544036972))",533.9622641509434
8828d542a3fffff,SINGLE_FAMILY,1.0,-10000.0,,https://photos.zillowstatic.com/fp/6ba24e7078652141b0f13b0b2764ad55-p_e.jpg,115000.0,1.0,-122.31876,47.653316,FOR_SALE,2057666309.0,1279.0,89.0,1.0,142.0,USA,USD,sqft,,,41,2,56,8728d542affffff,"POLYGON ((-122.31351155454685 47.6478348487947, -122.30853450354806 47.651142508235786, -122.31013865681986 47.655307558885944, -122.3167202808783 47.65616480871441, -122.32169707149768 47.65285704146848, -122.3200924985044 47.648692132211565, -122.31351155454685 47.6478348487947))",809.8591549295775
8828d542bdfffff,SINGLE_FAMILY,1.0,-16000.0,347400.0,https://photos.zillowstatic.com/fp/45e0b553b9e3fa701fadc3011c62bf74-p_e.jpg,349000.0,2.0,-122.32407,47.650417,FOR_SALE,2071128598.0,2299.0,529.0,1.0,560.0,USA,USD,sqft,# 806,,41,2,56,8728d542bffffff,"POLYGON ((-122.32506861582866 47.645384001629516, -122.3200924985044 47.648692132211565, -122.32169707149768 47.65285704146848, -122.32827818135488 47.65371367869317, -122.33325403800059 47.65040544036972, -122.33164904553402 47.6462406725756, -122.32506861582866 47.645384001629516))",623.2142857142857
8828d542a9fffff,SINGLE_FAMILY,0.2778,-29950.0,1619600.0,https://photos.zillowstatic.com/fp/2919aed994ac9f7fed8fedcb4947ef53-p_e.jpg,1695000.0,4.0,-122.313866,47.64058,FOR_SALE,48770450.0,8000.0,45.0,4.0,3600.0,USA,USD,acres,,,41,2,56,8728d542affffff,"POLYGON ((-122.30869954798979 47.635337570553574, -122.30372291006995 47.638645485555905, -122.30532663019011 47.64281147155177, -122.31190740798611 47.643669401143526, -122.31688378573516 47.64036137833517, -122.31527964592524 47.63619553375372, -122.30869954798979 47.635337570553574))",470.8333333333333
8828d54285fffff,CONDO,,,649700.0,https://photos.zillowstatic.com/fp/9c98a27358403c891f1a12d22c9188d6-p_e.jpg,639000.0,2.0,-122.32554,47.6372,FOR_SALE,48919310.0,1648.0,5.0,1.0,918.0,USA,USD,,Apt 101,,41,2,56,8728d5428ffffff,"POLYGON ((-122.3202553505589 47.63288714772533, -122.31527964592524 47.63619553375372, -122.31688378573516 47.64036137833517, -122.32346404968642 47.641218695416946, -122.32843949385003 47.63791020164596, -122.32683493459868 47.633744498548445, -122.3202553505589 47.63288714772533))",696.0784313725491
8828d542a9fffff,CONDO,4560.732,,819400.0,https://photos.zillowstatic.com/fp/ca49bbb529ab19094e60513abb4c8f5f-p_e.jpg,819500.0,2.0,-122.30743,47.637707,FOR_SALE,48782229.0,3225.0,17.0,2.0,1024.0,USA,USD,sqft,,NEW_CONSTRUCTION_TYPE_OTHER,41,2,56,8728d542affffff,"POLYGON ((-122.30869954798979 47.635337570553574, -122.30372291006995 47.638645485555905, -122.30532663019011 47.64281147155177, -122.31190740798611 47.643669401143526, -122.31688378573516 47.64036137833517, -122.31527964592524 47.63619553375372, -122.30869954798979 47.635337570553574))",800.29296875
8828d542bdfffff,SINGLE_FAMILY,335.412,,289000.0,https://photos.zillowstatic.com/fp/ab0aab415cbfb0b5544aa438efdf6e49-p_e.jpg,284500.0,0.0,-122.329926,47.650414,FOR_SALE,2068381200.0,1314.0,109.0,1.0,240.0,USA,USD,sqft,# E8,,41,2,56,8728d542bffffff,"POLYGON ((-122.32506861582866 47.645384001629516, -122.3200924985044 47.648692132211565, -122.32169707149768 47.65285704146848, -122.32827818135488 47.65371367869317, -122.33325403800059 47.65040544036972, -122.33164904553402 47.6462406725756, -122.32506861582866 47.645384001629516))",1185.4166666666667
8828d542b9fffff,CONDO,,-26950.0,783800.0,https://photos.zillowstatic.com/fp/e01a40f0e3cd61f39b9602a8bfd4e2dd-p_e.jpg,798000.0,2.0,-122.33695,47.64731,FOR_SALE,82365758.0,2149.0,104.0,2.0,1028.0,USA,USD,,# 316,,41,2,56,8728d542bffffff,"POLYGON ((-122.33662422897386 47.64293207109432, -122.33164904553402 47.6462406725756, -122.33325403800059 47.65040544036972, -122.33983463319821 47.651261465162904, -122.34480955566046 47.647952756003704, -122.34320414396899 47.643788129741885, -122.33662422897386 47.64293207109432))",776.2645914396887
8828d54283fffff,SINGLE_FAMILY,561.924,-6000.0,391800.0,https://photos.zillowstatic.com/fp/58a1e07e2e8e1a9da18d2a53f9dfb500-p_e.jpg,399000.0,1.0,-122.33932,47.636406,FOR_SALE,2089270847.0,1381.0,112.0,1.0,353.0,USA,USD,sqft,Unit B9,,41,2,56,8728d5428ffffff,"POLYGON ((-122.33999375386676 47.635457941898025, -122.3350192434984 47.63876690638988, -122.33662422897386 47.64293207109432, -122.34320414396899 47.643788129741885, -122.34817839331471 47.640479057603216, -122.34657298875428 47.63631403447643, -122.33999375386676 47.635457941898025))",1130.311614730878
8828d542abfffff,SINGLE_FAMILY,1.0,,,https://photos.zillowstatic.com/fp/344c7b38025824be0fac0d7c96c60038-p_e.jpg,1450000.0,2.0,-122.31686,47.646072,FOR_SALE,129499378.0,3127.0,3.0,1.0,930.0,USA,USD,sqft,# 3,,41,2,56,8728d542affffff,"POLYGON ((-122.31688378573516 47.64036137833517, -122.31190740798611 47.643669401143526, -122.31351155454685 47.6478348487947, -122.3200924985044 47.648692132211565, -122.32506861582866 47.645384001629516, -122.32346404968642 47.641218695416946, -122.31688378573516 47.64036137833517))",1559.1397849462367
8828d54287fffff,SINGLE_FAMILY,601.128,,,https://photos.zillowstatic.com/fp/96bdcf6d3f10c731e5cc6b3ccb1dbe90-p_e.jpg,550000.0,1.0,-122.330154,47.64047,FOR_SALE,241741406.0,1999.0,15.0,1.0,780.0,USA,USD,sqft,Slip 1,,41,2,56,8728d5428ffffff,"POLYGON ((-122.32843949385003 47.63791020164596, -122.32346404968642 47.641218695416946, -122.32506861582866 47.645384001629516, -122.33164904553402 47.6462406725756, -122.33662422897386 47.64293207109432, -122.3350192434984 47.63876690638988, -122.32843949385003 47.63791020164596))",705.1282051282051
8828d542b1fffff,SINGLE_FAMILY,4103.352,,3331400.0,https://photos.zillowstatic.com/fp/d4e3060a6349751d13b7e8a30b46a5da-p_e.jpg,3495000.0,4.0,-122.329445,47.653477,FOR_SALE,48919672.0,8615.0,207.0,5.0,4526.0,USA,USD,sqft,,BUILDER_SPEC,41,2,56,8728d542bffffff,"POLYGON ((-122.33325403800059 47.65040544036972, -122.32827818135488 47.65371367869317, -122.32988318077284 47.65787804950628, -122.33646445626775 47.658734040521644, -122.34144005198104 47.65542569448909, -122.33983463319821 47.651261465162904, -122.33325403800059 47.65040544036972))",772.20503756076
8828d54287fffff,SINGLE_FAMILY,1154.34,,,https://photos.zillowstatic.com/fp/55ec14a7f096e82ff491d97c41ccbcdb-p_e.jpg,3250000.0,3.0,-122.327835,47.64386,FOR_SALE,241740975.0,4500.0,19.0,3.0,2132.0,USA,USD,sqft,Slip 11,,41,2,56,8728d5428ffffff,"POLYGON ((-122.32843949385003 47.63791020164596, -122.32346404968642 47.641218695416946, -122.32506861582866 47.645384001629516, -122.33164904553402 47.6462406725756, -122.33662422897386 47.64293207109432, -122.3350192434984 47.63876690638988, -122.32843949385003 47.63791020164596))",1524.3902439024391
8828d542abfffff,SINGLE_FAMILY,2143.152,,1648000.0,https://photos.zillowstatic.com/fp/afc29a0fe9edf10f471cd47c1ff67c4c-p_e.jpg,1695000.0,3.0,-122.31632,47.645775,FOR_SALE,48920474.0,4655.0,45.0,2.0,2510.0,USA,USD,sqft,,,41,2,56,8728d542affffff,"POLYGON ((-122.31688378573516 47.64036137833517, -122.31190740798611 47.643669401143526, -122.31351155454685 47.6478348487947, -122.3200924985044 47.648692132211565, -122.32506861582866 47.645384001629516, -122.32346404968642 47.641218695416946, -122.31688378573516 47.64036137833517))",675.2988047808765
8828d542b1fffff,SINGLE_FAMILY,3040.488,,1734600.0,https://photos.zillowstatic.com/fp/4ec2eea63589defbb69d2ec8c0d45842-p_e.jpg,1690000.0,5.0,-122.33296,47.65299,FOR_SALE,48919891.0,5793.0,13.0,3.0,2890.0,USA,USD,sqft,,,41,2,56,8728d542bffffff,"POLYGON ((-122.33325403800059 47.65040544036972, -122.32827818135488 47.65371367869317, -122.32988318077284 47.65787804950628, -122.33646445626775 47.658734040521644, -122.34144005198104 47.65542569448909, -122.33983463319821 47.651261465162904, -122.33325403800059 47.65040544036972))",584.7750865051903
8828d542bdfffff,TOWNHOUSE,601.128,,1043800.0,https://photos.zillowstatic.com/fp/1fbd26558b1110d2004ce4bfd7f3cfb9-p_e.jpg,1050000.0,3.0,-122.32422,47.64885,FOR_SALE,48771395.0,3864.0,10.0,2.0,1365.0,USA,USD,sqft,,NEW_CONSTRUCTION_TYPE_OTHER,41,2,56,8728d542bffffff,"POLYGON ((-122.32506861582866 47.645384001629516, -122.3200924985044 47.648692132211565, -122.32169707149768 47.65285704146848, -122.32827818135488 47.65371367869317, -122.33325403800059 47.65040544036972, -122.33164904553402 47.6462406725756, -122.32506861582866 47.645384001629516))",769.2307692307693
8828d542b9fffff,SINGLE_FAMILY,518.364,,480200.0,https://photos.zillowstatic.com/fp/f65ae1c503055fc11ab5a89c7a9aaae9-p_e.jpg,489000.0,1.0,-122.33213,47.646637,FOR_SALE,80387850.0,1250.0,33.0,1.0,208.0,USA,USD,sqft,Apt 53,,41,2,56,8728d542bffffff,"POLYGON ((-122.33662422897386 47.64293207109432, -122.33164904553402 47.6462406725756, -122.33325403800059 47.65040544036972, -122.33983463319821 47.651261465162904, -122.34480955566046 47.647952756003704, -122.34320414396899 47.643788129741885, -122.33662422897386 47.64293207109432))",2350.9615384615386
8828d542b9fffff,CONDO,,,489300.0,https://photos.zillowstatic.com/fp/d67f7ec266f843446a312e8131eec59e-p_e.jpg,475000.0,2.0,-122.336716,47.648376,FOR_SALE,72497217.0,1289.0,39.0,1.0,661.0,USA,USD,,Apt 105,,41,2,56,8728d542bffffff,"POLYGON ((-122.33662422897386 47.64293207109432, -122.33164904553402 47.6462406725756, -122.33325403800059 47.65040544036972, -122.33983463319821 47.651261465162904, -122.34480955566046 47.647952756003704, -122.34320414396899 47.643788129741885, -122.33662422897386 47.64293207109432))",718.608169440242
8828d542a9fffff,CONDO,,,534400.0,https://photos.zillowstatic.com/fp/935d6798963e18ebbba58c5fbf20a50b-p_e.jpg,535000.0,2.0,-122.31406,47.64121,FOR_SALE,49011551.0,1396.0,89.0,1.0,766.0,USA,USD,,Apt 332,,41,2,56,8728d542affffff,"POLYGON ((-122.30869954798979 47.635337570553574, -122.30372291006995 47.638645485555905, -122.30532663019011 47.64281147155177, -122.31190740798611 47.643669401143526, -122.31688378573516 47.64036137833517, -122.31527964592524 47.63619553375372, -122.30869954798979 47.635337570553574))",698.4334203655352
8828d542bdfffff,CONDO,,,706300.0,https://photos.zillowstatic.com/fp/0d81852a2ba5a6fb12c2c2bcecdafca5-p_e.jpg,700000.0,2.0,-122.32374,47.647846,FOR_SALE,63926246.0,1982.0,25.0,2.0,1362.0,USA,USD,,Apt 306,,41,2,56,8728d542bffffff,"POLYGON ((-122.32506861582866 47.645384001629516, -122.3200924985044 47.648692132211565, -122.32169707149768 47.65285704146848, -122.32827818135488 47.65371367869317, -122.33325403800059 47.65040544036972, -122.33164904553402 47.6462406725756, -122.32506861582866 47.645384001629516))",513.950073421439
8828d54287fffff,SINGLE_FAMILY,801.504,-14000.0,,https://photos.zillowstatic.com/fp/acf1a7b9942f94122c1b28fee0f0476e-p_e.jpg,835000.0,2.0,-122.32787,47.645405,FOR_SALE,241741352.0,2199.0,233.0,1.0,614.0,USA,USD,sqft,Apt 4,,41,2,56,8728d5428ffffff,"POLYGON ((-122.32843949385003 47.63791020164596, -122.32346404968642 47.641218695416946, -122.32506861582866 47.645384001629516, -122.33164904553402 47.6462406725756, -122.33662422897386 47.64293207109432, -122.3350192434984 47.63876690638988, -122.32843949385003 47.63791020164596))",1359.9348534201954
8828d542bdfffff,SINGLE_FAMILY,3680.82,,971000.0,https://photos.zillowstatic.com/fp/f8e317c35701f3b2ecb95e123a307ea9-p_e.jpg,999000.0,4.0,-122.321,47.65086,FOR_SALE,48771284.0,5778.0,65.0,3.0,2820.0,USA,USD,sqft,,,41,2,56,8728d542bffffff,"POLYGON ((-122.32506861582866 47.645384001629516, -122.3200924985044 47.648692132211565, -122.32169707149768 47.65285704146848, -122.32827818135488 47.65371367869317, -122.33325403800059 47.65040544036972, -122.33164904553402 47.6462406725756, -122.32506861582866 47.645384001629516))",354.25531914893617
8828d542a3fffff,SINGLE_FAMILY,1.0,-45000.0,1117500.0,https://photos.zillowstatic.com/fp/d135df63291e6d137847356cb21599ea-p_e.jpg,1150000.0,2.0,-122.31755,47.648464,FOR_SALE,2093742730.0,3460.0,65.0,1.0,1450.0,USA,USD,sqft,Apt A,,41,2,56,8728d542affffff,"POLYGON ((-122.31351155454685 47.6478348487947, -122.30853450354806 47.651142508235786, -122.31013865681986 47.655307558885944, -122.3167202808783 47.65616480871441, -122.32169707149768 47.65285704146848, -122.3200924985044 47.648692132211565, -122.31351155454685 47.6478348487947))",793.1034482758621
8828d542bdfffff,TOWNHOUSE,622.908,,998300.0,https://photos.zillowstatic.com/fp/424a2cf6089bc7503cc17a5fd4be3d81-p_e.jpg,995000.0,3.0,-122.32424,47.6488,FOR_SALE,348264460.0,3949.0,9.0,2.0,1365.0,USA,USD,sqft,,NEW_CONSTRUCTION_TYPE_OTHER,41,2,56,8728d542bffffff,"POLYGON ((-122.32506861582866 47.645384001629516, -122.3200924985044 47.648692132211565, -122.32169707149768 47.65285704146848, -122.32827818135488 47.65371367869317, -122.33325403800059 47.65040544036972, -122.33164904553402 47.6462406725756, -122.32506861582866 47.645384001629516))",728.9377289377289
8828d542bdfffff,SINGLE_FAMILY,1450.548,,,https://photos.zillowstatic.com/fp/00c91a4d6bc2fbfd3455d3eb73522d18-p_e.jpg,1797000.0,2.0,-122.32663,47.64583,FOR_SALE,123726213.0,,10.0,3.0,2190.0,USA,USD,sqft,,,41,2,56,8728d542bffffff,"POLYGON ((-122.32506861582866 47.645384001629516, -122.3200924985044 47.648692132211565, -122.32169707149768 47.65285704146848, -122.32827818135488 47.65371367869317, -122.33325403800059 47.65040544036972, -122.33164904553402 47.6462406725756, -122.32506861582866 47.645384001629516))",820.5479452054794
8828d542b1fffff,SINGLE_FAMILY,4199.184,-100000.0,2181100.0,https://photos.zillowstatic.com/fp/7074ab00561698f14529e7dc1b86a01f-p_e.jpg,2250000.0,4.0,-122.33423,47.652763,FOR_SALE,48919874.0,5925.0,61.0,3.0,3160.0,USA,USD,sqft,,,41,2,56,8728d542bffffff,"POLYGON ((-122.33325403800059 47.65040544036972, -122.32827818135488 47.65371367869317, -122.32988318077284 47.65787804950628, -122.33646445626775 47.658734040521644, -122.34144005198104 47.65542569448909, -122.33983463319821 47.651261465162904, -122.33325403800059 47.65040544036972))",712.0253164556962
8828d54287fffff,TOWNHOUSE,1049.796,,1193900.0,https://photos.zillowstatic.com/fp/b7610d58baf53bc7fe606081fbb96d5d-p_e.jpg,1189999.0,3.0,-122.32551,47.64391,FOR_SALE,347361706.0,4500.0,20.0,3.0,2270.0,USA,USD,sqft,# C,NEW_CONSTRUCTION_TYPE_OTHER,41,2,56,8728d5428ffffff,"POLYGON ((-122.32843949385003 47.63791020164596, -122.32346404968642 47.641218695416946, -122.32506861582866 47.645384001629516, -122.33164904553402 47.6462406725756, -122.33662422897386 47.64293207109432, -122.3350192434984 47.63876690638988, -122.32843949385003 47.63791020164596))",524.2286343612335
8828d542b1fffff,SINGLE_FAMILY,2522.124,,775800.0,https://photos.zillowstatic.com/fp/fe536793e01d7aa7f5a118774efb92d9-p_e.jpg,750000.0,1.0,-122.3395,47.654007,FOR_SALE,48789361.0,2269.0,11.0,1.0,1060.0,USA,USD,sqft,,,41,2,56,8728d542bffffff,"POLYGON ((-122.33325403800059 47.65040544036972, -122.32827818135488 47.65371367869317, -122.32988318077284 47.65787804950628, -122.33646445626775 47.658734040521644, -122.34144005198104 47.65542569448909, -122.33983463319821 47.651261465162904, -122.33325403800059 47.65040544036972))",707.5471698113207
8828d542abfffff,SINGLE_FAMILY,6268.284,,2427200.0,https://photos.zillowstatic.com/fp/bc546fd6519c61495baa8793776acde7-p_e.jpg,2550000.0,6.0,-122.32122,47.645435,FOR_SALE,48771119.0,6722.0,76.0,4.0,6780.0,USA,USD,sqft,,,41,2,56,8728d542affffff,"POLYGON ((-122.31688378573516 47.64036137833517, -122.31190740798611 47.643669401143526, -122.31351155454685 47.6478348487947, -122.3200924985044 47.648692132211565, -122.32506861582866 47.645384001629516, -122.32346404968642 47.641218695416946, -122.31688378573516 47.64036137833517))",376.1061946902655
8828d542bdfffff,CONDO,,,541800.0,https://photos.zillowstatic.com/fp/64101a25365973cc9542f4ee7f39e4c0-p_e.jpg,539000.0,1.0,-122.32335,47.64835,FOR_SALE,89210892.0,1366.0,18.0,1.0,790.0,USA,USD,,Apt 101,,41,2,56,8728d542bffffff,"POLYGON ((-122.32506861582866 47.645384001629516, -122.3200924985044 47.648692132211565, -122.32169707149768 47.65285704146848, -122.32827818135488 47.65371367869317, -122.33325403800059 47.65040544036972, -122.33164904553402 47.6462406725756, -122.32506861582866 47.645384001629516))",682.2784810126582
8828d542abfffff,SINGLE_FAMILY,5998.212,-110000.0,2017300.0,https://photos.zillowstatic.com/fp/69ab8f8bee174c081b17f5d715531458-p_e.jpg,2090000.0,5.0,-122.31962,47.647186,FOR_SALE,48771333.0,5919.0,47.0,4.0,4373.0,USA,USD,sqft,,,41,2,56,8728d542affffff,"POLYGON ((-122.31688378573516 47.64036137833517, -122.31190740798611 47.643669401143526, -122.31351155454685 47.6478348487947, -122.3200924985044 47.648692132211565, -122.32506861582866 47.645384001629516, -122.32346404968642 47.641218695416946, -122.31688378573516 47.64036137833517))",477.9327692659501
8828d54287fffff,TOWNHOUSE,662.112,,971000.0,https://photos.zillowstatic.com/fp/546d0c787712e74983806727e3187ff9-p_e.jpg,969900.0,3.0,-122.324234,47.64132,FOR_SALE,2053068665.0,4194.0,14.0,2.0,1430.0,USA,USD,sqft,# B,NEW_CONSTRUCTION_TYPE_OTHER,41,2,56,8728d5428ffffff,"POLYGON ((-122.32843949385003 47.63791020164596, -122.32346404968642 47.641218695416946, -122.32506861582866 47.645384001629516, -122.33164904553402 47.6462406725756, -122.33662422897386 47.64293207109432, -122.3350192434984 47.63876690638988, -122.32843949385003 47.63791020164596))",678.2517482517483
8828d542bdfffff,TOWNHOUSE,1716.264,-45000.0,802300.0,https://photos.zillowstatic.com/fp/170826fc53e125c20bb85a68f22b818f-p_e.jpg,830000.0,2.0,-122.32401,47.646927,FOR_SALE,241742570.0,3800.0,96.0,2.0,1270.0,USA,USD,sqft,,,41,2,56,8728d542bffffff,"POLYGON ((-122.32506861582866 47.645384001629516, -122.3200924985044 47.648692132211565, -122.32169707149768 47.65285704146848, -122.32827818135488 47.65371367869317, -122.33325403800059 47.65040544036972, -122.33164904553402 47.6462406725756, -122.32506861582866 47.645384001629516))",653.5433070866142
8828d54287fffff,TOWNHOUSE,1189.188,,1381800.0,https://photos.zillowstatic.com/fp/f2bcb781e6521c732dc6c7c2d4fb81f2-p_e.jpg,1375000.0,3.0,-122.32924,47.639412,FOR_SALE,347326535.0,4294.0,21.0,4.0,1630.0,USA,USD,sqft,# A,NEW_CONSTRUCTION_TYPE_OTHER,41,2,56,8728d5428ffffff,"POLYGON ((-122.32843949385003 47.63791020164596, -122.32346404968642 47.641218695416946, -122.32506861582866 47.645384001629516, -122.33164904553402 47.6462406725756, -122.33662422897386 47.64293207109432, -122.3350192434984 47.63876690638988, -122.32843949385003 47.63791020164596))",843.5582822085889
8828d54285fffff,TOWNHOUSE,801.504,-50000.0,,https://photos.zillowstatic.com/fp/6a14d9a4ac6210a66d634a1e4dd9d3d0-p_e.jpg,1099950.0,3.0,-122.32742,47.637962,FOR_SALE,345999053.0,,42.0,3.0,1630.0,USA,USD,sqft,# B,NEW_CONSTRUCTION_TYPE_OTHER,41,2,56,8728d5428ffffff,"POLYGON ((-122.3202553505589 47.63288714772533, -122.31527964592524 47.63619553375372, -122.31688378573516 47.64036137833517, -122.32346404968642 47.641218695416946, -122.32843949385003 47.63791020164596, -122.32683493459868 47.633744498548445, -122.3202553505589 47.63288714772533))",674.8159509202454
8828d542abfffff,CONDO,,-9900.0,553300.0,https://photos.zillowstatic.com/fp/f97179f946b853d679af4d5d6e6c5a6e-p_e.jpg,570000.0,1.0,-122.32105,47.641518,FOR_SALE,48782399.0,1439.0,108.0,1.0,882.0,USA,USD,,Apt 2,,41,2,56,8728d542affffff,"POLYGON ((-122.31688378573516 47.64036137833517, -122.31190740798611 47.643669401143526, -122.31351155454685 47.6478348487947, -122.3200924985044 47.648692132211565, -122.32506861582866 47.645384001629516, -122.32346404968642 47.641218695416946, -122.31688378573516 47.64036137833517))",646.2585034013606
8828d54285fffff,CONDO,0.2564,-69750.0,1256100.0,https://photos.zillowstatic.com/fp/c701efd1fc13e8c18dffda810f3a5d34-p_e.jpg,1330000.0,2.0,-122.322105,47.637554,FOR_SALE,48848024.0,4227.0,342.0,2.0,2247.0,USA,USD,acres,Apt 201,,41,2,56,8728d5428ffffff,"POLYGON ((-122.3202553505589 47.63288714772533, -122.31527964592524 47.63619553375372, -122.31688378573516 47.64036137833517, -122.32346404968642 47.641218695416946, -122.32843949385003 47.63791020164596, -122.32683493459868 47.633744498548445, -122.3202553505589 47.63288714772533))",591.9003115264798
8828d54285fffff,CONDO,,,620400.0,https://photos.zillowstatic.com/fp/fda62cb6b8258d619442073eb25f9217-p_e.jpg,625000.0,2.0,-122.32529,47.633633,FOR_SALE,63900393.0,1618.0,109.0,2.0,1114.0,USA,USD,,Apt 203,,41,2,56,8728d5428ffffff,"POLYGON ((-122.3202553505589 47.63288714772533, -122.31527964592524 47.63619553375372, -122.31688378573516 47.64036137833517, -122.32346404968642 47.641218695416946, -122.32843949385003 47.63791020164596, -122.32683493459868 47.633744498548445, -122.3202553505589 47.63288714772533))",561.0412926391382
8828d54285fffff,TOWNHOUSE,949.608,,1206300.0,https://photos.zillowstatic.com/fp/c7960d4debf8daf1ec9b7558df4d65dd-p_e.jpg,1200000.0,3.0,-122.32423,47.640083,FOR_SALE,2057763315.0,4181.0,11.0,2.0,1525.0,USA,USD,sqft,# B,,41,2,56,8728d5428ffffff,"POLYGON ((-122.3202553505589 47.63288714772533, -122.31527964592524 47.63619553375372, -122.31688378573516 47.64036137833517, -122.32346404968642 47.641218695416946, -122.32843949385003 47.63791020164596, -122.32683493459868 47.633744498548445, -122.3202553505589 47.63288714772533))",786.8852459016393
8828d540d5fffff,SINGLE_FAMILY,3162.456,,1273800.0,https://photos.zillowstatic.com/fp/db4e9cde638e281e8ececc71be953eb5-p_e.jpg,1180000.0,3.0,-122.32933,47.675404,FOR_SALE,48717681.0,3495.0,4.0,2.0,2030.0,USA,USD,sqft,,,41,1,27,8728d540dffffff,"POLYGON ((-122.32313946685679 47.672820986492205, -122.31816158978613 47.676128134459645, -122.3197666098198 47.68029131390643, -122.32634992677563 47.68114720404738, -122.33132754304955 47.67783994827714, -122.32972210323076 47.6736769101814, -122.32313946685679 47.672820986492205))",581.2807881773399
8828d5409dfffff,SINGLE_FAMILY,5161.86,,,https://photos.zillowstatic.com/fp/0c372cfd693b6fba9777708b3f326aa6-p_e.jpg,995000.0,3.0,-122.33398,47.687363,FOR_SALE,48772330.0,,4.0,2.0,2120.0,USA,USD,sqft,,,41,1,27,8728d5409ffffff,"POLYGON ((-122.32795537352693 47.685309844925364, -122.32297708346351 47.688616736980876, -122.32458253710755 47.692778980570814, -122.33116670069836 47.69363419078789, -122.33614472975627 47.69032719093051, -122.33453885629531 47.68616508867057, -122.32795537352693 47.685309844925364))",469.33962264150944
8828d540c7fffff,SINGLE_FAMILY,4081.572,,1408000.0,https://photos.zillowstatic.com/fp/d98fb7f172abea8c80d6334b7f5e9d72-p_e.jpg,1298000.0,3.0,-122.3084,47.67568,FOR_SALE,49104241.0,4600.0,4.0,2.0,2670.0,USA,USD,sqft,,,41,1,27,8728d540cffffff,"POLYGON ((-122.30339086105265 47.67025069709264, -122.29841178949776 47.673557265549256, -122.30001596266384 47.67772112477288, -122.30659962759314 47.67857827429516, -122.31157843890504 47.67527159794003, -122.30997384559699 47.67110787997378, -122.30339086105265 47.67025069709264))",486.14232209737827
