h3_08,propertyType,lotAreaValue,priceChange,zestimate,imgSrc,price,bedrooms,longitude,latitude,listingStatus,zpid,rentZestimate,daysOnZillow,bathrooms,livingArea,country,currency,lotAreaUnit,unit,newConstructionType,resultsPerPage,totalPages,totalResultCount,h3_07,geometry,pricePerSqft
8828d54569fffff,SINGLE_FAMILY,5061.672,,895100.0,https://photos.zillowstatic.com/fp/2e4275378edbe05197acfbf084f89f59-p_e.jpg,850000.0,1.0,-122.341064,47.70714,FOR_SALE,48988881.0,2299.0,3.0,1.0,1200.0,USA,USD,sqft,,,41,20,2326,8728d5456ffffff,"POLYGON ((-122.34096321769532 47.70281162573742, -122.33598477588244 47.70611836956557, -122.33759109019238 47.71027913841193, -122.34417626612158 47.711133022109806, -122.34915444646566 47.70782617051294, -122.34754771241573 47.70366554299956, -122.34096321769532 47.70281162573742))",708.3333333333334
8828d54745fffff,TOWNHOUSE,635.976,,646000.0,https://photos.zillowstatic.com/fp/6face7f5a141b8bb9bbc174099717796-p_e.jpg,644000.0,2.0,-122.37594,47.650955,FOR_SALE,344723627.0,3499.0,3.0,2.0,1339.0,USA,USD,sqft,# B,NEW_CONSTRUCTION_TYPE_OTHER,41,20,2326,8728d5474ffffff,"POLYGON ((-122.37610196564113 47.64806213210942, -122.37112917400263 47.6513718897327, -122.3727358568611 47.655535297311296, -122.37931574993536 47.65638880556013, -122.38428827949141 47.65307894045106, -122.38268117812201 47.648915674591564, -122.37610196564113 47.64806213210942))",480.9559372666169
8828d542edfffff,CONDO,,,638500.0,https://photos.zillowstatic.com/fp/a0e467d45db3c56e7dcac77aa8b037a1-p_e.jpg,599950.0,2.0,-122.295746,47.624176,FOR_SALE,63337081.0,2463.0,3.0,1.0,965.0,USA,USD,,Apt 303,,41,20,2326,8728d542effffff,"POLYGON ((-122.29570647437825 47.617810879799855, -122.29072998985689 47.621118942406696, -122.29233285062223 47.62528640179675, -122.29891261574097 47.626145657181404, -122.30388884055345 47.622837486735115, -122.3022855600223 47.61867016875627, -122.29570647437825 47.617810879799855))",621.7098445595855
8828d550e5fffff,SINGLE_FAMILY,3693.888,,,https://photos.zillowstatic.com/fp/e56b63f516ddeb3869cb75f15aa8f971-p_e.jpg,1999000.0,5.0,-122.26481,47.54019,FOR_SALE,2068478445.0,,3.0,5.0,2874.0,USA,USD,sqft,# A,,41,20,2326,8728d550effffff,"POLYGON ((-122.25870304831534 47.53770433119072, -122.25372878607018 47.54101381609576, -122.25532862679296 47.545187420170386, -122.26190314950766 47.54605139783914, -122.26687715354372 47.5427418050538, -122.26527689314021 47.53856834249268, -122.25870304831534 47.53770433119072))",695.5462769659011
8828d55ac1fffff,SINGLE_FAMILY,0.4098,,2134200.0,https://photos.zillowstatic.com/fp/da2a55770ee74959633ca115863bb1e6-p_e.jpg,1990000.0,5.0,-122.135216,47.560238,FOR_SALE,48852983.0,5555.0,3.0,4.0,3960.0,USA,USD,acres,,,41,20,2326,8728d55acffffff,"POLYGON ((-122.13497780226723 47.557057978986535, -122.12999399695991 47.56036263864388, -122.13158920040057 47.56453819140487, -122.13816863147225 47.565408943735854, -122.14315218182165 47.56210417554073, -122.14155655612329 47.55792876356517, -122.13497780226723 47.557057978986535))",502.52525252525254
8828d54707fffff,CONDO,,,,https://photos.zillowstatic.com/fp/a8293d81c4cb073c763e7eda17052a92-p_e.jpg,875950.0,2.0,-122.388885,47.680435,FOR_SALE,349008356.0,,3.0,3.0,1070.0,USA,USD,,,NEW_CONSTRUCTION_TYPE_OTHER,41,20,2326,8728d5470ffffff,"POLYGON ((-122.38574505308021 47.673038410143235, -122.3807714393133 47.676347657205795, -122.38237898955455 47.68050919345278, -122.38896057220238 47.68136134097341, -122.39393392346855 47.6780519864276, -122.3923259546541 47.67389059185697, -122.38574505308021 47.673038410143235))",818.6448598130842
8828d54255fffff,SINGLE_FAMILY,4120.776,,1210800.0,https://photos.zillowstatic.com/fp/e9d3ce1441c5df814734f11c26e38338-p_e.jpg,1125000.0,3.0,-122.29529,47.586735,FOR_SALE,49082631.0,3634.0,3.0,2.0,1680.0,USA,USD,sqft,,,41,20,2326,8728d5425ffffff,"POLYGON ((-122.28946450838716 47.585320406970006, -122.28448952306717 47.588629343041866, -122.28609151210837 47.59279906870382, -122.29266890609765 47.59365971680765, -122.2976436320793 47.59035067292459, -122.2960412234762 47.586181088761556, -122.28946450838716 47.585320406970006))",669.6428571428571
8828d542ebfffff,CONDO,418.176,,339200.0,https://photos.zillowstatic.com/fp/075a2dc821e4da55092ed6f4e9376648-p_e.jpg,325000.0,0.0,-122.31473,47.62095,FOR_SALE,65222193.0,867.0,3.0,1.0,420.0,USA,USD,sqft,Apt 206,,41,20,2326,8728d542effffff,"POLYGON ((-122.31544338450529 47.620387488307266, -122.310468092591 47.62369612966457, -122.31207179937017 47.627862909399376, -122.31865121753967 47.628720906284336, -122.32362624919229 47.6254121571832, -122.32202212300338 47.62124551895355, -122.31544338450529 47.620387488307266))",773.8095238095239
8828d55289fffff,SINGLE_FAMILY,0.303,,,https://photos.zillowstatic.com/fp/117a754f1400a0c6fdf25ba29c64cd00-p_e.jpg,574000.0,3.0,-122.32116,47.48595,FOR_SALE,48751994.0,,3.0,2.0,1640.0,USA,USD,acres,,,41,20,2326,8728d5528ffffff,"POLYGON ((-122.32508329371102 47.48299174554504, -122.32011677883392 47.48630527884044, -122.3217182566777 47.49048069130828, -122.32828666732041 47.491342428425405, -122.3332529225236 47.48802878768418, -122.33165102682399 47.483853517284246, -122.32508329371102 47.48299174554504))",350.0
8828d55729fffff,SINGLE_FAMILY,3998.808,,872600.0,https://photos.zillowstatic.com/fp/805be8d626723863600b8747f26ef617-p_e.jpg,829500.0,4.0,-122.3536,47.53255,FOR_SALE,48777610.0,3499.0,3.0,3.0,1910.0,USA,USD,sqft,,,41,20,2326,8728d5572ffffff,"POLYGON ((-122.35585050231286 47.53062323963007, -122.35088327515668 47.53393622672199, -122.35248689855675 47.53810776291398, -122.35905816691336 47.53896616997511, -122.3640251332675 47.53565307550912, -122.36242109213322 47.531481681368625, -122.35585050231286 47.53062323963007))",434.29319371727746
8828d5c8bdfffff,SINGLE_FAMILY,0.5735,,780100.0,https://photos.zillowstatic.com/fp/621dad073889b9c2b053b0dc6cb2438b-p_e.jpg,735000.0,4.0,-122.28701,47.423832,FOR_SALE,48661243.0,3290.0,3.0,2.0,2270.0,USA,USD,acres,,,41,20,2326,8728d5c8bffffff,"POLYGON ((-122.28138506729228 47.41772395750153, -122.27641942195781 47.4210381812819, -122.27801790137087 47.425218936949655, -122.2845824442353 47.426085326768664, -122.28954783148026 47.42277099543509, -122.28794893401606 47.41859038184837, -122.28138506729228 47.41772395750153))",323.7885462555066
8828d55a95fffff,SINGLE_FAMILY,8934.156,,2192800.0,https://photos.zillowstatic.com/fp/78f6662a2493c013b7e76a7507a352be-p_e.jpg,2100000.0,5.0,-122.152985,47.591064,FOR_SALE,49105458.0,5312.0,3.0,3.0,3120.0,USA,USD,sqft,,,41,20,2326,8728d55a9ffffff,"POLYGON ((-122.15272895681304 47.587150108453855, -122.14774457136501 47.59045436474977, -122.14934106498255 47.59462751153554, -122.1559223663323 47.59549626126878, -122.1609064961553 47.59219189646873, -122.15930958031966 47.58801889045231, -122.15272895681304 47.587150108453855))",673.0769230769231
8828d55739fffff,TOWNHOUSE,1376.496,,720900.0,https://photos.zillowstatic.com/fp/449a65ca9b8f4fb19566160a4b89dc9c-p_e.jpg,699000.0,2.0,-122.38767,47.53957,FOR_SALE,2079545464.0,2974.0,3.0,2.0,1318.0,USA,USD,sqft,Unit A,,41,20,2326,8728d5573ffffff,"POLYGON ((-122.38373704333354 47.53822520891629, -122.37877127066713 47.54153887912403, -122.38037616165585 47.5457091971978, -122.38694724264742 47.54656570290718, -122.39191275370906 47.543251925454165, -122.39030744545005 47.53908174954958, -122.38373704333354 47.53822520891629))",530.3490136570562
8828d54081fffff,SINGLE_FAMILY,2848.824,-33000.0,882400.0,https://photos.zillowstatic.com/fp/d70cdce95b6a511574e60ea5a7ba5c97-p_e.jpg,825000.0,2.0,-122.31031,47.686302,FOR_SALE,48833587.0,3364.0,3.0,1.0,1600.0,USA,USD,sqft,,,41,20,2326,8728d5408ffffff,"POLYGON ((-122.30820422759308 47.68274159502354, -122.30322474244794 47.68604790745443, -122.3048293491 47.6902108308746, -122.31141386113754 47.69106730064018, -122.31639308583101 47.687760880311664, -122.31478805900504 47.68359809812785, -122.30820422759308 47.68274159502354))",515.625
8828d542edfffff,TOWNHOUSE,5013.756,,,https://photos.zillowstatic.com/fp/cd6350f24cc9a53120b4d9772eaac8b4-p_e.jpg,1075000.0,3.0,-122.29907,47.619553,FOR_SALE,349006747.0,,3.0,3.0,1856.0,USA,USD,sqft,# D,,41,20,2326,8728d542effffff,"POLYGON ((-122.29570647437825 47.617810879799855, -122.29072998985689 47.621118942406696, -122.29233285062223 47.62528640179675, -122.29891261574097 47.626145657181404, -122.30388884055345 47.622837486735115, -122.3022855600223 47.61867016875627, -122.29570647437825 47.617810879799855))",579.2025862068965
8828d5534dfffff,SINGLE_FAMILY,8363.52,,702800.0,https://photos.zillowstatic.com/fp/24b878f335c650d417f4ee756a1d6818-p_e.jpg,668000.0,3.0,-122.18089,47.45202,FOR_SALE,48732181.0,2835.0,3.0,2.0,1110.0,USA,USD,sqft,,,41,20,2326,8728d5534ffffff,"POLYGON ((-122.17418392162593 47.44720182582224, -122.16920926446929 47.45051146420563, -122.17080397533987 47.45469309986294, -122.17737376383819 47.45556495574947, -122.18234816563456 47.45225520922156, -122.18075303435864 47.44807371496439, -122.17418392162593 47.44720182582224))",601.8018018018018
8828d55ac5fffff,SINGLE_FAMILY,8302.536,,1949500.0,https://photos.zillowstatic.com/fp/c50e9ae0f7ed3fc4b13d6b4cc98c6dfe-p_e.jpg,1825000.0,5.0,-122.1282,47.56259,FOR_SALE,49129935.0,4433.0,3.0,4.0,2730.0,USA,USD,sqft,,,41,20,2326,8728d55acffffff,"POLYGON ((-122.12341473797069 47.55949124035454, -122.11843000532647 47.562795426953784, -122.12002478626263 47.56697112042964, -122.12660472241352 47.567842486604164, -122.13158920040057 47.56453819140487, -122.12999399695991 47.56036263864388, -122.12341473797069 47.55949124035454))",668.4981684981685
8828d542edfffff,TOWNHOUSE,993.168,,,https://photos.zillowstatic.com/fp/2c8075052e9ae1a12fce58638a6e3ae4-p_e.jpg,865000.0,3.0,-122.29907,47.619553,FOR_SALE,349006241.0,,3.0,3.0,1602.0,USA,USD,sqft,# B,,41,20,2326,8728d542effffff,"POLYGON ((-122.29570647437825 47.617810879799855, -122.29072998985689 47.621118942406696, -122.29233285062223 47.62528640179675, -122.29891261574097 47.626145657181404, -122.30388884055345 47.622837486735115, -122.3022855600223 47.61867016875627, -122.29570647437825 47.617810879799855))",539.9500624219726
8828d540cbfffff,SINGLE_FAMILY,4687.056,,1359800.0,https://photos.zillowstatic.com/fp/303f713f5c58bb454422ae172a70e4b1-p_e.jpg,1299950.0,8.0,-122.31921,47.665344,FOR_SALE,48831074.0,6799.0,3.0,3.0,2910.0,USA,USD,sqft,,,41,20,2326,8728d540cffffff,"POLYGON ((-122.31832486068299 47.66032932094498, -122.31334739663392 47.66363672470769, -122.3149519832102 47.66780083984137, -122.32153445365525 47.66865740985281, -122.32651165711633 47.66534989828634, -122.3249066507867 47.6611859245248, -122.31832486068299 47.66032932094498))",446.7182130584192
8828d540e5fffff,SINGLE_FAMILY,10044.936,,3144000.0,https://photos.zillowstatic.com/fp/5b4af32b94bcedb7bcb9cc53682f2c59-p_e.jpg,2895000.0,4.0,-122.26678,47.6809,FOR_SALE,49126955.0,6984.0,3.0,3.0,3260.0,USA,USD,sqft,,,41,20,2326,8728d540effffff,"POLYGON ((-122.2686988117692 47.67759375888617, -122.26371693965497 47.68089891086592, -122.26531985090435 47.68506319344424, -122.27190505522168 47.68592218300688, -122.27688666799277 47.68261692293855, -122.27528333585606 47.67845278140886, -122.2686988117692 47.67759375888617))",888.036809815951
8828d5536bfffff,SINGLE_FAMILY,0.2934,,1199600.0,https://photos.zillowstatic.com/fp/a629d8a644a85b97faa23e86441403d9-p_e.jpg,1150000.0,3.0,-122.16375,47.467056,FOR_SALE,48787503.0,2999.0,3.0,3.0,1640.0,USA,USD,acres,,,41,20,2326,8728d5536ffffff,"POLYGON ((-122.16742336323964 47.462183615849945, -122.16244736441666 47.46549252925662, -122.16404208515208 47.46967337356214, -122.17061322546088 47.47054516316528, -122.1755889690167 47.46723614155384, -122.17399382759668 47.4630554385568, -122.16742336323964 47.462183615849945))",701.219512195122
8828d54721fffff,SINGLE_FAMILY,5000.688,,1095700.0,https://photos.zillowstatic.com/fp/9fae2e74f6312a2090847b862a6a3257-p_e.jpg,997000.0,3.0,-122.3622,47.67901,FOR_SALE,48832429.0,3350.0,3.0,2.0,2440.0,USA,USD,sqft,,,41,20,2326,8728d5472ffffff,"POLYGON ((-122.36263353571512 47.67795023396822, -122.35765805080167 47.681258539753834, -122.35926476315026 47.685420359145866, -122.36584737954942 47.68627373122697, -122.37082260255968 47.68296531783051, -122.3692154711404 47.67880363997638, -122.36263353571512 47.67795023396822))",408.60655737704917
8828d54eddfffff,SINGLE_FAMILY,8498.556,,972300.0,https://photos.zillowstatic.com/fp/26c4b69ba08675cdadb3fe6d7faa2f89-p_e.jpg,915000.0,4.0,-122.3582,47.75418,FOR_SALE,48845140.0,3404.0,3.0,2.0,1935.0,USA,USD,sqft,,,41,20,2326,8728d54edffffff,"POLYGON ((-122.36025019096029 47.75272127636266, -122.35527009841925 47.75602699491463, -122.35687814968416 47.7601840176741, -122.36346671342275 47.761035180645585, -122.36844654365738 47.75772935432766, -122.3668380725264 47.75357247281684, -122.36025019096029 47.75272127636266))",472.86821705426354
8828d555a7fffff,CONDO,8001.972,,1639200.0,https://photos.zillowstatic.com/fp/9d6fdcc0ea5b3e71707ff337c5761606-p_e.jpg,1599950.0,2.0,-122.386955,47.638634,FOR_SALE,58390828.0,3198.0,3.0,2.0,1801.0,USA,USD,sqft,# 203,,41,20,2326,8728d555affffff,"POLYGON ((-122.38283218684349 47.63311352353791, -122.37786074103458 47.63642400619716, -122.37946740891056 47.64058820744565, -122.38604594089317 47.641441784237614, -122.39101712453021 47.63813119415486, -122.38941003842288 47.63396713471621, -122.38283218684349 47.63311352353791))",888.3675735702387
8828d542d7fffff,CONDO,0.2870999999999999,,731600.0,https://photos.zillowstatic.com/fp/1c017cfc3bfac3ba743e035dc2a0dc87-p_e.jpg,700000.0,2.0,-122.35629,47.62931,FOR_SALE,49052508.0,1764.0,3.0,1.0,971.0,USA,USD,acres,Apt 101,,41,20,2326,8728d542dffffff,"POLYGON ((-122.35491407124441 47.62552938192863, -122.34994116772822 47.62883917958452, -122.35154656511796 47.63300459950552, -122.35812528478705 47.63386008009075, -122.36309792693689 47.63055017488269, -122.36149211085028 47.62638489665419, -122.35491407124441 47.62552938192863))",720.9062821833162
8828d54729fffff,TOWNHOUSE,566.28,,687600.0,https://photos.zillowstatic.com/fp/8d6616769b7a24fe48c6fe61cb09f81f-p_e.jpg,674999.0,2.0,-122.37305,47.67557,FOR_SALE,2075138027.0,3249.0,3.0,2.0,1018.0,USA,USD,sqft,# B,,41,20,2326,8728d5472ffffff,"POLYGON ((-122.36600164207232 47.6704793484583, -122.36102683067966 47.67378801742389, -122.36263353571512 47.67795023396822, -122.3692154711404 47.67880363997638, -122.374190020585 47.67549486343127, -122.37258289661882 47.67133278847012, -122.36600164207232 47.6704793484583))",663.0638506876228
8828d55ac7fffff,SINGLE_FAMILY,0.2752,,3085700.0,https://photos.zillowstatic.com/fp/78147a9f55f6e9d4f1dc9e7200120b94-p_e.jpg,2975000.0,5.0,-122.13318,47.572083,FOR_SALE,48784112.0,7547.0,3.0,5.0,4364.0,USA,USD,acres,,,41,20,2326,8728d55acffffff,"POLYGON ((-122.13158920040057 47.56453819140487, -122.12660472241352 47.567842486604164, -122.12819993034297 47.57201764269004, -122.13478003872346 47.57288836284955, -122.13976426179968 47.56958395908184, -122.13816863147225 47.565408943735854, -122.13158920040057 47.56453819140487))",681.7140238313474
8828d54725fffff,CONDO,2979.504,,747100.0,https://photos.zillowstatic.com/fp/8bab8fa0cdb14766f7b46d30116fe72b-p_e.jpg,699000.0,2.0,-122.35487,47.681564,FOR_SALE,49052935.0,3300.0,3.0,3.0,1173.0,USA,USD,sqft,Apt 5,,41,20,2326,8728d5472ffffff,"POLYGON ((-122.35107559913722 47.68040452133928, -122.34609917896412 47.683712356123415, -122.34770547199322 47.68787431698407, -122.35428860458131 47.688728301604556, -122.35926476315026 47.685420359145866, -122.35765805080167 47.681258539753834, -122.35107559913722 47.68040452133928))",595.9079283887468
8828d55889fffff,SINGLE_FAMILY,7657.848,,,https://photos.zillowstatic.com/fp/16419e42e1aea669c5ca4be73caaaaf3-p_e.jpg,3248000.0,5.0,-122.119545,47.623383,FOR_SALE,48858433.0,3767.0,3.0,5.0,4548.0,USA,USD,sqft,,BUILDER_SPEC,41,20,2326,8728d5588ffffff,"POLYGON ((-122.11603010403265 47.62192112000939, -122.11104116812713 47.62522296865358, -122.11263683403189 47.62939480839425, -122.11922185918296 47.630264659056614, -122.12421054025465 47.626962701660005, -122.12261445107521 47.62279100236623, -122.11603010403265 47.62192112000939))",714.1600703605981
8828d55293fffff,TOWNHOUSE,2500.344,,706300.0,https://photos.zillowstatic.com/fp/2a05c9812f24fc6d3361e0961f4fd919-p_e.jpg,689995.0,4.0,-122.35589,47.51038,FOR_SALE,49021980.0,3499.0,3.0,3.0,1970.0,USA,USD,sqft,,,41,20,2326,8728d5529ffffff,"POLYGON ((-122.3577653450491 47.503132817364666, -122.35279987038196 47.50644678024752, -122.35440304729943 47.510620041799015, -122.3609721163745 47.51147919831573, -122.36593733035807 47.50816512811774, -122.36433373601614 47.50399200873075, -122.3577653450491 47.503132817364666))",350.25126903553297
8828d542b3fffff,SINGLE_FAMILY,1359.072,,,https://photos.zillowstatic.com/fp/ecd628517329d2f699a444e616cc28b0-p_e.jpg,935000.0,3.0,-122.348076,47.656906,FOR_SALE,241482120.0,,3.0,3.0,1504.0,USA,USD,sqft,,,41,20,2326,8728d542bffffff,"POLYGON ((-122.34144005198104 47.65542569448909, -122.33646445626775 47.658734040521644, -122.3380698821023 47.662897872841526, -122.34465132297298 47.66375321763043, -122.34962665749998 47.66044476392115, -122.34802081240896 47.65628107311232, -122.34144005198104 47.65542569448909))",621.6755319148937
8828d542c3fffff,CONDO,,,,https://photos.zillowstatic.com/fp/8ec2389e7da7fae47db7937cb965d1bd-p_e.jpg,835000.0,1.0,-122.34453,47.618275,FOR_SALE,2057539317.0,2224.0,3.0,1.0,985.0,USA,USD,,Unit 1310,BUILDER_SPEC,41,20,2326,8728d542cffffff,"POLYGON ((-122.33854813179829 47.615484243007955, -122.33357470631019 47.618793825462134, -122.33517925166075 47.622960322117024, -122.3417576414793 47.623817094686075, -122.34673080610821 47.62050740461485, -122.34512584184408 47.616341049604245, -122.33854813179829 47.615484243007955))",847.7157360406092
8828d55119fffff,SINGLE_FAMILY,7187.4,,1731700.0,https://photos.zillowstatic.com/fp/018ce87273ec3a153907c14989bf58a5-p_e.jpg,1650000.0,6.0,-122.18897,47.531574,FOR_SALE,84760071.0,4800.0,3.0,3.0,3472.0,USA,USD,sqft,,,41,20,2326,8728d5511ffffff,"POLYGON ((-122.19136133238455 47.52486489707644, -122.1863832547635 47.528172536905174, -122.18798013036374 47.53234871514991, -122.19455550450118 47.5332171123745, -122.19953332582324 47.52990936434917, -122.19793602937278 47.52573332730859, -122.19136133238455 47.52486489707644))",475.2304147465438
8828d552d1fffff,CONDO,,,,https://photos.zillowstatic.com/fp/b00d0bb7a9da048758c59f0dbc91c642-p_e.jpg,325000.0,2.0,-122.35092,47.48387,FOR_SALE,348997934.0,,3.0,2.0,1080.0,USA,USD,,Apt 411,,41,20,2326,8728d552dffffff,"POLYGON ((-122.3481484859036 47.47808620744377, -122.34318383180376 47.48140067711027, -122.34478614511231 47.48557580537232, -122.35135352994865 47.48643632177266, -122.35631792378021 47.483121744786374, -122.35471519310963 47.47894675873217, -122.3481484859036 47.47808620744377))",300.9259259259259
8828d5475dfffff,SINGLE_FAMILY,7657.848,,2654700.0,https://photos.zillowstatic.com/fp/14b6eeb6f5bee4c12e5df7a47a8c30b6-p_e.jpg,2575000.0,5.0,-122.41264,47.653652,FOR_SALE,48942880.0,6720.0,3.0,8.0,5070.0,USA,USD,sqft,,,41,20,2326,8728d5475ffffff,"POLYGON ((-122.40738876732382 47.64816298169423, -122.40241810879111 47.65147378652613, -122.40402605428815 47.65563637193478, -122.41060507628933 47.65648801064264, -122.41557547188945 47.65317709848514, -122.41396710848743 47.64901465495794, -122.40738876732382 47.64816298169423))",507.8895463510848
8828d54363fffff,SINGLE_FAMILY,10855.152,,2313500.0,https://photos.zillowstatic.com/fp/567f5b1fcc1bb81053ee6d76a30fd71c-p_e.jpg,2150000.0,3.0,-122.17738,47.612747,FOR_SALE,49117852.0,5673.0,3.0,2.0,1910.0,USA,USD,sqft,,,41,20,2326,8728d5436ffffff,"POLYGON ((-122.17387752599811 47.60974803670816, -122.16889323495774 47.61305225385275, -122.17049101476188 47.61722339065521, -122.17707350771025 47.618090169527235, -122.18205754241085 47.61478584394275, -122.18045934056904 47.610614847938855, -122.17387752599811 47.60974803670816))",1125.65445026178
8828d54339fffff,SINGLE_FAMILY,8637.948,,2065900.0,https://photos.zillowstatic.com/fp/98e1ab5b8bd29e7fd8f42cf9f1dead7c-p_e.jpg,1988000.0,3.0,-122.202736,47.629044,FOR_SALE,49141273.0,2999.0,3.0,1.0,1450.0,USA,USD,sqft,,,41,20,2326,8728d5433ffffff,"POLYGON ((-122.19841936773999 47.62485790626176, -122.19343584648107 47.628162448630846, -122.19503490770148 47.632331971891006, -122.2016179119631 47.63319681192198, -122.20660117612016 47.6298921612083, -122.20500169318373 47.62572277882101, -122.19841936773999 47.62485790626176))",1371.0344827586207
8828d5454dfffff,CONDO,1424.412,,,https://photos.zillowstatic.com/fp/cbf8a743193cf1e9dc8540795cfcbef6-p_e.jpg,975950.0,3.0,-122.3609,47.69664,FOR_SALE,348997429.0,,3.0,4.0,1605.0,USA,USD,sqft,,NEW_CONSTRUCTION_TYPE_OTHER,41,20,2326,8728d5454ffffff,"POLYGON ((-122.35589532420337 47.692889723773916, -122.3509184918442 47.696197302758804, -122.35252521869998 47.70035832763529, -122.35910919733236 47.70121163209206, -122.36408576787828 47.6979039454336, -122.36247862167157 47.693743062004536, -122.35589532420337 47.692889723773916))",608.0685358255452
8828d54701fffff,CONDO,9191.16,,,https://photos.zillowstatic.com/fp/d998d32bd91a79a40300dd5f91790467-p_e.jpg,650000.0,1.0,-122.38799,47.67113,FOR_SALE,247765575.0,,3.0,2.0,1049.0,USA,USD,sqft,,,41,20,2326,8728d5470ffffff,"POLYGON ((-122.38911045085801 47.665566866948524, -122.38413751043201 47.6688764768345, -122.38574505308021 47.673038410143235, -122.3923259546541 47.67389059185697, -122.39729863253477 47.67058087451904, -122.39569067145334 47.666419082931924, -122.38911045085801 47.665566866948524))",619.6377502383222
8828d5508dfffff,SINGLE_FAMILY,0.696,,,https://photos.zillowstatic.com/fp/74f1b2f4d9cf45508f9b7d78e12e902b-p_e.jpg,1600000.0,4.0,-122.28563,47.5419,FOR_SALE,48748604.0,4726.0,3.0,2.0,2880.0,USA,USD,acres,,,41,20,2326,8728d5508ffffff,"POLYGON ((-122.28996988392547 47.537847328603135, -122.28499774064929 47.54115786171067, -122.2865988460808 47.5453306449259, -122.29317251393329 47.54619275336822, -122.29814439815007 47.542882112538464, -122.29654287363981 47.538709471001255, -122.28996988392547 47.537847328603135))",555.5555555555555
8828d54211fffff,SINGLE_FAMILY,2962.08,,941500.0,https://photos.zillowstatic.com/fp/800b357b157bc0e621fc54589370731a-p_e.jpg,895000.0,4.0,-122.30449,47.605015,FOR_SALE,49114722.0,3699.0,3.0,3.0,1620.0,USA,USD,sqft,,,41,20,2326,8728d5421ffffff,"POLYGON ((-122.30245172300025 47.60285755617799, -122.29747658403407 47.606166344969054, -122.29907943177957 47.61033459785412, -122.30565783804336 47.61119392045871, -122.31063271720971 47.60788502389017, -122.30902944997825 47.60371691250717, -122.30245172300025 47.60285755617799))",552.4691358024692
8828d55763fffff,TOWNHOUSE,644.688,,433300.0,https://photos.zillowstatic.com/fp/beccf032c95f7750ddd211075c5ce588-p_e.jpg,420000.0,2.0,-122.360756,47.52527,FOR_SALE,70583311.0,2500.0,3.0,2.0,820.0,USA,USD,sqft,,,41,20,2326,8728d5576ffffff,"POLYGON ((-122.35921344208283 47.52313795925605, -122.35424688611818 47.52645130753148, -122.35585050231286 47.53062323963007, -122.36242109213322 47.531481681368625, -122.36738738725113 47.528168225749724, -122.36578335346151 47.523996435748316, -122.35921344208283 47.52313795925605))",512.1951219512196
8828d542cdfffff,CONDO,,,,https://photos.zillowstatic.com/fp/c8cd7a837d7ecc5e856c1563ad2e73c8-p_e.jpg,750000.0,2.0,-122.32522,47.610596,FOR_SALE,48894111.0,,3.0,2.0,1065.0,USA,USD,,Apt 903,,41,20,2326,8728d542cffffff,"POLYGON ((-122.3221845567361 47.60543436718271, -122.31721061029008 47.60874373430549, -122.31881430356925 47.6129113074956, -122.32539236249059 47.61376937197957, -122.3303660485844 47.610459897174906, -122.32876193617524 47.60629246558081, -122.3221845567361 47.60543436718271))",704.2253521126761
8828d542c9fffff,CONDO,,,,https://photos.zillowstatic.com/fp/2653d877c1d88c14af5c4d0ba2b502c4-p_e.jpg,720000.0,1.0,-122.332054,47.60624,FOR_SALE,83232215.0,,3.0,2.0,979.0,USA,USD,,Unit 1503,,41,20,2326,8728d542cffffff,"POLYGON ((-122.3337349496911 47.602982628145526, -122.32876193617524 47.60629246558081, -122.3303660485844 47.610459897174906, -122.3369435934576 47.61131734968077, -122.34191634632268 47.60800740462694, -122.34031181503151 47.603840114698464, -122.3337349496911 47.602982628145526))",735.444330949949
8828d55abdfffff,SINGLE_FAMILY,9517.86,,,https://photos.zillowstatic.com/fp/1d883c2810a4a652871277729614b604-p_e.jpg,1794800.0,4.0,-122.13533,47.597977,FOR_SALE,48688985.0,4570.0,3.0,4.0,2700.0,USA,USD,sqft,,,41,20,2326,8728d55abffffff,"POLYGON ((-122.12959649220899 47.59201874205769, -122.12461025015072 47.59532205165733, -122.12620589859047 47.59949547977054, -122.1327882118671 47.60036545766841, -122.13777419890228 47.59706203943979, -122.13617812775004 47.592888751955094, -122.12959649220899 47.59201874205769))",664.7407407407408
8828d542b5fffff,CONDO,,,823700.0,https://photos.zillowstatic.com/fp/966a43e1ef791e76074c3e678cb95fa3-p_e.jpg,770000.0,2.0,-122.326324,47.65492,FOR_SALE,48997573.0,1780.0,3.0,2.0,1089.0,USA,USD,,Apt 201,,41,20,2326,8728d542bffffff,"POLYGON ((-122.32169707149768 47.65285704146848, -122.3167202808783 47.65616480871441, -122.31832486068299 47.66032932094498, -122.3249066507867 47.6611859245248, -122.32988318077284 47.65787804950628, -122.32827818135488 47.65371367869317, -122.32169707149768 47.65285704146848))",707.070707070707
8828d542bdfffff,CONDO,0.2841,,746600.0,https://photos.zillowstatic.com/fp/58175fbaf2fcca57b848958d61d813e4-p_e.jpg,725000.0,2.0,-122.32393,47.64933,FOR_SALE,49090655.0,3232.0,3.0,2.0,1125.0,USA,USD,acres,Apt 102,,41,20,2326,8728d542bffffff,"POLYGON ((-122.32506861582866 47.645384001629516, -122.3200924985044 47.648692132211565, -122.32169707149768 47.65285704146848, -122.32827818135488 47.65371367869317, -122.33325403800059 47.65040544036972, -122.33164904553402 47.6462406725756, -122.32506861582866 47.645384001629516))",644.4444444444445
