,ppsf_adj,lat,lng
0,1607.1192448108156,47.5411746197735,-122.21016105793
1,961.9065810778907,47.6311764791894,-122.350439162912
2,724.3372854755596,47.6770313838516,-122.159668457205
3,528.3679708967065,47.5329957292585,-122.355432479273
4,445.1781201597783,47.4822025165606,-121.795505990432
5,387.4698453242515,47.3006553562926,-122.103091573143
6,535.9017347402907,47.6843964578407,-122.204145384486
7,761.0553545243839,47.6972322167724,-122.296227606647
8,450.32606467685224,47.3953540783712,-122.198044234997
9,459.1929869055491,47.651929147791,-122.401904874228
10,522.4312521225862,47.6437930901764,-122.389857437514
11,1147.1146736573235,47.4757631461684,-122.20583815929
12,565.8086926894495,47.5668634753168,-122.357735936214
13,1034.5924087859573,47.7237736795529,-122.303632462288
14,648.12171763979,47.5384803331618,-122.354738059379
15,293.4201313438602,47.2049870364045,-121.994454961701
16,550.7677956371987,47.5643924961239,-122.378374886301
17,1093.3760683760686,47.6374968501427,-122.161162336962
18,372.0413870246085,47.4808944308998,-122.340127050435
19,483.79472052038426,47.5632743474988,-122.184760137855
20,493.2076830174657,47.3741237750122,-122.231176606944
21,1213.969017094017,47.3862512686389,-122.120672552875
22,542.31452991453,47.5827829975841,-122.383068858067
23,740.838924834252,47.667392272892,-122.327044068561
24,700.7407407407406,47.5264142084048,-122.263521408742
25,586.0740740740741,47.7601652012691,-122.329104320356
26,944.7152871494977,47.670134281748,-122.334831720961
27,879.8954499089253,47.6689449755303,-122.331256369299
28,363.3470507544581,47.3936233271661,-122.065959498588
29,693.3800186741363,47.6928500406088,-122.373145180735
30,768.1196581196581,47.7007507168969,-122.351663561568
31,1689.2857142857142,47.6409549423741,-122.362650493316
32,1098.888888888889,47.6864276197951,-122.354145173643
33,2782.862768031189,47.688038936034,-122.37508180527
34,122.31179365079365,47.367939930845,-122.109749354293
35,267.6141785957737,47.4425430545094,-122.274809193135
36,784.4120613598674,47.5372767291924,-121.741922289199
37,864.8382559774965,47.7728515284639,-122.241754068461
38,1076.5925925925926,47.6684107286107,-122.358000045938
39,529.3639291465379,47.5680999489285,-122.114405939413
40,1916.087962962963,47.6518491980291,-122.345043108373
41,1458.8697318007662,47.690852755513,-122.32472780786
42,130.92131277184657,47.4490445865494,-122.281175399983
43,1161.7543859649122,47.6837198016258,-122.292973836087
44,935.3107344632768,47.6587762220929,-122.323822225893
45,863.8820013986902,47.5771541997403,-122.308404296248
46,545.6254724111867,47.6692645565255,-122.045430759379
47,562.6172691298741,47.7565731816533,-122.295008582339
48,768.7230514096185,47.5866915166666,-122.24605632473
49,420.160791589363,47.4017378559514,-122.206834729931
50,1243.8834299151758,47.5525432341431,-122.262799398779
51,515.4824413922729,47.4091029482022,-122.148965555921
52,447.3695681408214,47.5603513634326,-122.315735899176
53,447.17487494373523,47.6719727171076,-122.32525782214
54,5453.414404109727,47.587450654382,-122.086078781808
55,619.1702839866106,47.575986030203,-122.381751303573
56,594.1992974286351,47.4672968052188,-122.364159582426
57,808.9853901986974,47.6205484440974,-122.10231952146
58,516.9210912876681,47.5842965513464,-122.313003694337
59,401.4869786298358,47.5099245144802,-122.102836480918
60,2516.905224979759,47.5437146692415,-122.209348346508
61,894.2062175893021,47.5823969978243,-122.192635964437
62,463.57740672026387,47.5546177138907,-122.289033078046
63,447.1340769753468,47.5092450149018,-122.364758562337
64,2482.725873453146,47.6684533295958,-122.338976851893
65,1158.9119731976873,47.689732344347,-122.16243801459
66,489.076053701904,47.7599658117947,-122.327249752262
67,713.23591164861,47.7031660067171,-122.275807384233
68,684.7064751826656,47.5629744071319,-122.289834403938
69,1486.5337948044714,47.6954858938103,-122.28911863995
70,405.12847503373814,47.5528507170609,-122.273938410159
71,419.14420196833544,47.3618908664186,-122.215011852127
72,337.1024210638584,47.3869067138524,-122.224721159439
73,1009.7009570651421,47.6408548781531,-122.212886735322
74,613.7468671679197,47.5531467205564,-122.269009360895
75,377.5138403709832,47.6870245617958,-122.377477248337
76,527.2954006638217,47.5469292729737,-122.191287360423
77,612.7577505407353,47.5743797069795,-122.226510828372
78,2662.7984595635426,47.6723822650382,-122.002106627997
79,279.47203068680227,47.4783238594912,-122.209137778797
80,662.2988505747127,47.4421762391865,-122.073833896074
81,507.6468233691023,47.4510960089162,-122.354456854971
82,598.4392982456139,47.6909716407247,-122.0833883699
83,330.83253588516743,47.484802202198,-122.295089531422
84,783.1844660194173,47.5705110324057,-122.36140429209
85,515.0966588445635,47.5189948537297,-122.348358787507
86,724.4619883040934,47.620422931149,-122.228421228261
87,409.3497204549836,47.2106306340637,-122.029844849413
88,386.648880265179,47.3245978566912,-122.119303760889
89,690.4076147816348,47.5443593727551,-122.320786201295
90,1079.5775847385453,47.6768315229157,-122.393984686724
91,663.3881578947368,47.7421988272718,-122.356041741434
92,1244.3539050672364,47.6380346027983,-122.369379871832
93,586.0157640478006,47.529591085075,-122.324149115791
94,47.905989845209234,47.3055793218033,-122.202007823163
95,417.7604726100966,47.5043694238118,-122.371407317864
96,335.3390688259109,47.5266174289775,-122.285642787602
97,494.85964912280696,47.3817960002387,-122.239632875772
98,690.6142985090353,47.5647199530047,-122.166038437855
99,1208.019218169906,47.4756052035623,-122.072436887674
